,Server,Command,Workload,Trial,Throughput
74,redis-server,load,workloadd,7,6489.2926670992865
75,redis-server,run,workloadd,7,1162.7906976744187
76,redis-server,load,workloadd,8,7097.232079488999
77,redis-server,run,workloadd,8,1176.4705882352941
78,redis-server,load,workloadd,9,7052.186177715092
79,redis-server,run,workloadd,9,1000.0
80,redis-server,load,workloade,0,7434.944237918216
81,redis-server,run,workloade,0,242.71844660194174
82,redis-server,load,workloade,1,7299.270072992701
83,redis-server,run,workloade,1,261.0966057441253
84,redis-server,load,workloade,2,6901.311249137336
85,redis-server,run,workloade,2,291.5451895043732
86,redis-server,load,workloade,3,6476.683937823835
87,redis-server,run,workloade,3,254.4529262086514
88,redis-server,load,workloade,4,6958.942240779402
89,redis-server,run,workloade,4,257.7319587628866
90,redis-server,load,workloade,5,6506.180871828236
91,redis-server,run,workloade,5,268.0965147453083
92,redis-server,load,workloade,6,6389.776357827476
93,redis-server,run,workloade,6,226.2443438914027
94,redis-server,load,workloade,7,6779.661016949152
95,redis-server,run,workloade,7,265.2519893899204
96,redis-server,load,workloade,8,7027.406886858749
97,redis-server,run,workloade,8,266.6666666666667
98,redis-server,load,workloade,9,7299.270072992701
99,redis-server,run,workloade,9,232.0185614849188
100,redis-server,load,workloadf,0,6680.02672010688
101,redis-server,run,workloadf,0,1098.901098901099
102,redis-server,load,workloadf,1,6711.4093959731545
103,redis-server,run,workloadf,1,1075.268817204301
104,redis-server,load,workloadf,2,6896.551724137931
105,redis-server,run,workloadf,2,1063.8297872340424
106,redis-server,load,workloadf,3,7077.140835102618
107,redis-server,run,workloadf,3,1098.901098901099
108,redis-server,load,workloadf,4,6882.312456985547
109,redis-server,run,workloadf,4,1111.111111111111
110,redis-server,load,workloadf,5,6635.700066357001
111,redis-server,run,workloadf,5,1136.3636363636363
112,redis-server,load,workloadf,6,6761.325219743069
113,redis-server,run,workloadf,6,1075.268817204301
114,redis-server,load,workloadf,7,6920.415224913495
115,redis-server,run,workloadf,7,980.3921568627451
116,redis-server,load,workloadf,8,6657.789613848202
117,redis-server,run,workloadf,8,1098.901098901099
118,redis-server,load,workloadf,9,6910.85003455425
119,redis-server,run,workloadf,9,1041.6666666666667
120,redis-server-trace,load,workloada,0,6872.852233676976
121,redis-server-trace,run,workloada,0,1250.0
122,redis-server-trace,load,workloada,1,6626.905235255136
123,redis-server-trace,run,workloada,1,1265.8227848101267
124,redis-server-trace,load,workloada,2,6596.306068601583
125,redis-server-trace,run,workloada,2,1176.4705882352941
126,redis-server-trace,load,workloada,3,6574.621959237344
127,redis-server-trace,run,workloada,3,1190.4761904761904
128,redis-server-trace,load,workloada,4,6418.485237483954
129,redis-server-trace,run,workloada,4,1176.4705882352941
130,redis-server-trace,load,workloada,5,6435.006435006435
131,redis-server-trace,run,workloada,5,1162.7906976744187
132,redis-server-trace,load,workloada,6,6644.518272425249
133,redis-server-trace,run,workloada,6,1204.8192771084337
134,redis-server-trace,load,workloada,7,6825.938566552901
135,redis-server-trace,run,workloada,7,1176.4705882352941
136,redis-server-trace,load,workloada,8,6472.491909385113
137,redis-server-trace,run,workloada,8,1250.0
138,redis-server-trace,load,workloada,9,6793.478260869565
139,redis-server-trace,run,workloada,9,1204.8192771084337
140,redis-server-trace,load,workloadb,0,6915.629322268326
141,redis-server-trace,run,workloadb,0,1282.051282051282
142,redis-server-trace,load,workloadb,1,6747.638326585695
143,redis-server-trace,run,workloadb,1,1176.4705882352941
144,redis-server-trace,load,workloadb,2,6321.112515802782
145,redis-server-trace,run,workloadb,2,1219.5121951219512
146,redis-server-trace,load,workloadb,3,6770.480704129994
147,redis-server-trace,run,workloadb,3,1190.4761904761904
148,redis-server-trace,load,workloadb,4,7209.805335255948
149,redis-server-trace,run,workloadb,4,1176.4705882352941
150,redis-server-trace,load,workloadb,5,6570.302233902759
151,redis-server-trace,run,workloadb,5,1250.0
152,redis-server-trace,load,workloadb,6,6891.7987594762235
153,redis-server-trace,run,workloadb,6,1204.8192771084337
154,redis-server-trace,load,workloadb,7,6662.225183211192
155,redis-server-trace,run,workloadb,7,1265.8227848101267
156,redis-server-trace,load,workloadb,8,7309.941520467836
157,redis-server-trace,run,workloadb,8,1020.4081632653061
158,redis-server-trace,load,workloadb,9,6402.048655569783
159,redis-server-trace,run,workloadb,9,1176.4705882352941
160,redis-server-trace,load,workloadc,0,7668.711656441717
161,redis-server-trace,run,workloadc,0,1123.5955056179776
162,redis-server-trace,load,workloadc,1,6868.131868131868
163,redis-server-trace,run,workloadc,1,1176.4705882352941
164,redis-server-trace,load,workloadc,2,6849.315068493151
165,redis-server-trace,run,workloadc,2,1250.0
166,redis-server-trace,load,workloadc,3,6891.7987594762235
167,redis-server-trace,run,workloadc,3,1234.567901234568
168,redis-server-trace,load,workloadc,4,6317.119393556538
169,redis-server-trace,run,workloadc,4,1162.7906976744187
170,redis-server-trace,load,workloadc,5,6779.661016949152
171,redis-server-trace,run,workloadc,5,1219.5121951219512
172,redis-server-trace,load,workloadc,6,6693.440428380188
173,redis-server-trace,run,workloadc,6,1333.3333333333333
174,redis-server-trace,load,workloadc,7,6600.660066006601
175,redis-server-trace,run,workloadc,7,1265.8227848101267
176,redis-server-trace,load,workloadc,8,6784.260515603799
177,redis-server-trace,run,workloadc,8,1282.051282051282
178,redis-server-trace,load,workloadc,9,6250.0
179,redis-server-trace,run,workloadc,9,1298.7012987012988
180,redis-server-trace,load,workloadd,0,6527.415143603133
181,redis-server-trace,run,workloadd,0,1162.7906976744187
182,redis-server-trace,load,workloadd,1,7057.163020465773
183,redis-server-trace,run,workloadd,1,1098.901098901099
184,redis-server-trace,load,workloadd,2,6729.475100942126
185,redis-server-trace,run,workloadd,2,1123.5955056179776
186,redis-server-trace,load,workloadd,3,6944.444444444444
187,redis-server-trace,run,workloadd,3,1136.3636363636363
188,redis-server-trace,load,workloadd,4,6724.949562878279
189,redis-server-trace,run,workloadd,4,1250.0
190,redis-server-trace,load,workloadd,5,6349.206349206349
191,redis-server-trace,run,workloadd,5,1123.5955056179776
192,redis-server-trace,load,workloadd,6,6518.90482398957
193,redis-server-trace,run,workloadd,6,1086.9565217391305
194,redis-server-trace,load,workloadd,7,6455.777921239509
195,redis-server-trace,run,workloadd,7,1052.6315789473683
196,redis-server-trace,load,workloadd,8,6447.453255963895
197,redis-server-trace,run,workloadd,8,1136.3636363636363
198,redis-server-trace,load,workloadd,9,6447.453255963895
199,redis-server-trace,run,workloadd,9,1265.8227848101267
200,redis-server-trace,load,workloade,0,6906.077348066298
201,redis-server-trace,run,workloade,0,255.10204081632654
202,redis-server-trace,load,workloade,1,6877.57909215956
203,redis-server-trace,run,workloade,1,265.9574468085106
204,redis-server-trace,load,workloade,2,6993.006993006993
205,redis-server-trace,run,workloade,2,259.0673575129534
206,redis-server-trace,load,workloade,3,6715.916722632639
207,redis-server-trace,run,workloade,3,249.37655860349128
208,redis-server-trace,load,workloade,4,6361.323155216285
209,redis-server-trace,run,workloade,4,294.9852507374631
210,redis-server-trace,load,workloade,5,7097.232079488999
211,redis-server-trace,run,workloade,5,280.1120448179272
212,redis-server-trace,load,workloade,6,7374.6312684365785
213,redis-server-trace,run,workloade,6,284.09090909090907
214,redis-server-trace,load,workloade,7,6872.852233676976
215,redis-server-trace,run,workloade,7,256.4102564102564
216,redis-server-trace,load,workloade,8,6868.131868131868
217,redis-server-trace,run,workloade,8,284.09090909090907
218,redis-server-trace,load,workloade,9,6702.412868632708
219,redis-server-trace,run,workloade,9,278.55153203342616
220,redis-server-trace,load,workloadf,0,6958.942240779402
221,redis-server-trace,run,workloadf,0,1098.901098901099
222,redis-server-trace,load,workloadf,1,6443.298969072165
223,redis-server-trace,run,workloadf,1,1063.8297872340424
224,redis-server-trace,load,workloadf,2,6825.938566552901
225,redis-server-trace,run,workloadf,2,1098.901098901099
226,redis-server-trace,load,workloadf,3,6353.240152477763
227,redis-server-trace,run,workloadf,3,1075.268817204301
228,redis-server-trace,load,workloadf,4,6761.325219743069
229,redis-server-trace,run,workloadf,4,1666.6666666666667
230,redis-server-trace,load,workloadf,5,6540.222367560497
231,redis-server-trace,run,workloadf,5,1176.4705882352941
232,redis-server-trace,load,workloadf,6,6389.776357827476
233,redis-server-trace,run,workloadf,6,1052.6315789473683
234,redis-server-trace,load,workloadf,7,6830.601092896175
235,redis-server-trace,run,workloadf,7,1111.111111111111
236,redis-server-trace,load,workloadf,8,6365.372374283896
237,redis-server-trace,run,workloadf,8,1149.4252873563219
238,redis-server-trace,load,workloadf,9,6821.2824010914055
239,redis-server-trace,run,workloadf,9,1098.901098901099
